,pontoId,lat,lon,lat_pred,lon_pred,erro_loc
21,290.0,-8.076042999999999,-34.899834000000006,-8.067919798165471,-34.89321362746614,34.81666940296895
22,607.0,-8.074183,-34.890305,-8.073683251599649,-34.89407765826815,507.4016625664688
23,2706.0,-8.063772,-34.897038,-8.063199226172937,-34.895716108434854,51.308362844412656
24,937.0,-8.072496000000001,-34.896747999999995,-8.068624506351076,-34.903947270020346,462.98697174492946
25,778.0,-8.073058,-34.896587,-8.07334367649249,-34.89824599367259,46.18281906459794
26,2102.0,-8.068021,-34.890598,-8.074205013759512,-34.89949382231687,73.21315302142409
27,1115.0,-8.071483,-34.90078,-8.076541422801377,-34.893999731535516,83.65946386894774
28,90.0,-8.077169,-34.898254,-8.06494485833135,-34.8943469399845,26.25818468037044
29,1527.0,-8.069755,-34.897926,-8.069341017361456,-34.899200557469634,110.79745019958783
30,772.0,-8.073093,-34.896294,-8.075861269530211,-34.896816306986615,109.29693602199983
31,486.0,-8.074914999999999,-34.893559,-8.068247101925008,-34.89155929161912,44.48725895494478
32,1413.0,-8.070068,-34.889511,-8.073608528859351,-34.8883686419974,219.923262859561
33,953.0,-8.072479,-34.892586,-8.069863226508208,-34.89326684988584,269.26474516808474
34,2704.0,-8.063784,-34.886051,-8.067480722786465,-34.89321495240355,88.09170131184835
35,1638.0,-8.069475,-34.896446000000005,-8.070406258910575,-34.88996244321414,37.03636291013732
36,522.0,-8.074603,-34.900303,-8.068626447368448,-34.89746329284872,20.363886836839704
37,2839.0,-8.062417,-34.887726,-8.073832790120488,-34.895354157471566,111.32400918149521
38,1441.0,-8.069989,-34.896049,-8.072727310120891,-34.89431036655855,18.581357296441883
39,1418.0,-8.070053,-34.897273999999996,-8.072813646120537,-34.89645087004151,52.89657544618327
40,1712.0,-8.069275,-34.895503999999995,-8.06371928248424,-34.89779565985439,581.3155896837914
41,2101.0,-8.068022000000001,-34.890578999999995,-8.068081729888895,-34.89171524039678,23.895998909152944
42,2016.0,-8.068488,-34.897304999999996,-8.069042876202081,-34.897372052098795,120.43489730191487
43,514.0,-8.074656,-34.900253,-8.070305745859459,-34.89244998520166,54.02123626673436
44,2774.0,-8.063289,-34.886677,-8.071337034354155,-34.90007093941455,80.78364751074399
45,2006.0,-8.068521,-34.896652,-8.073314206288032,-34.89206332044366,89.1484793432334
46,460.0,-8.07516,-34.893482,-8.070278409194676,-34.89826729866451,65.3374317587656
47,1677.0,-8.069362,-34.90062,-8.064654366910755,-34.89096684471643,131.6806868759917
48,1900.0,-8.068760000000001,-34.889034,-8.076764349466444,-34.900257474601055,67.29558756488439
49,2421.0,-8.065802,-34.890091,-8.075677069141905,-34.89624509007321,9.941400920890283
50,196.0,-8.076431,-34.895621999999996,-8.072198461271977,-34.891973129132545,57.95985342616838
51,345.0,-8.075758,-34.896198,-8.063018388002897,-34.89571610843486,81.45069213402084
52,2592.0,-8.064694,-34.8895,-8.076787330329509,-34.90177965338783,230.47198049576315
53,1620.0,-8.069521,-34.900684000000005,-8.06908361544312,-34.899762309478554,63.549254491929275
54,1495.0,-8.069849000000001,-34.895947,-8.074284347839301,-34.89806700312318,63.569362445871455
55,390.0,-8.075501,-34.896278,-8.076350083586819,-34.90280983642221,321.73334230097737
56,433.0,-8.075366,-34.892639,-8.071937137630078,-34.8917542567431,71.39202393442314
57,468.0,-8.075089,-34.891739,-8.064960882846172,-34.894366464356764,27.697903727285812
58,1626.0,-8.069509,-34.890896000000005,-8.063591190041778,-34.885391862963935,63.64620722348861
59,1947.0,-8.068645,-34.88958,-8.063741792274014,-34.89787984919525,74.74872536704792
60,427.0,-8.07541,-34.892776,-8.07404963885237,-34.90333706265044,313.94509141156004
61,1653.0,-8.069434,-34.895255999999996,-8.068101246742556,-34.896155629070726,319.2327405978876
62,2195.0,-8.067083,-34.893871000000004,-8.07025204536932,-34.903699965232164,310.62115081879983
63,1637.0,-8.069477000000001,-34.898659,-8.070459949184572,-34.89351367315271,283.33862845325734
64,2244.0,-8.066833,-34.896381,-8.07025204536932,-34.90369996523217,314.63785182367417
65,1959.0,-8.068609,-34.889317,-8.073672817285965,-34.89881335939413,44.370756789897726
66,631.0,-8.07403,-34.899361,-8.074229474601704,-34.8997338214806,21.854374542213424
67,814.0,-8.072906,-34.896633,-8.077040006680397,-34.8966834670801,39.677604823038905
68,274.0,-8.076149000000001,-34.89608,-8.072964616187203,-34.90333302301962,295.6433496133304
69,1713.0,-8.069274,-34.895515,-8.076971374299845,-34.898287171521766,44.45926146704666
70,1026.0,-8.07216,-34.892269,-8.067901121437037,-34.900796744577995,36.578064233037
71,443.0,-8.075289,-34.892365000000005,-8.070794569320766,-34.90515157555933,467.84111912712524
72,1345.0,-8.070399,-34.890694,-8.072942026949391,-34.892449985201665,587.6254439476821
73,794.0,-8.072952,-34.890656,-8.063741867519504,-34.902792708777675,147.94418254643597
74,1147.0,-8.07124,-34.891857,-8.065632805988896,-34.88958835149802,21.526151173492277
75,898.0,-8.072586,-34.900673,-8.070142705044802,-34.89337332654902,42.98044205367736
76,1689.0,-8.069332000000001,-34.895405,-8.065692882553996,-34.890167160203916,25.455546858015207
77,434.0,-8.075362,-34.893444,-8.071156229092146,-34.90297416006863,234.8405078008734
78,1855.0,-8.068873,-34.900208,-8.068793005101705,-34.89550361660758,150.31830063747168
79,19.0,-8.077504,-34.899284,-8.056371252069276,-34.90361378561771,478.31095187043036
80,2350.0,-8.066052,-34.896828,-8.066088719349263,-34.8955310877071,149.29270896867934
81,2134.0,-8.067712,-34.892296,-8.06934569701786,-34.89571622046572,25.28635848707707
82,1881.0,-8.068826,-34.900352000000005,-8.076216525897854,-34.90259953001593,296.69603115112335
83,1267.0,-8.070665,-34.891968,-8.073188865150401,-34.89000495031834,96.26232411550754
84,1271.0,-8.070657,-34.896834999999996,-8.068495762423744,-34.89090067546062,90.95726877456279
85,2258.0,-8.066759,-34.89653,-8.068141395726425,-34.892674211159864,45.78376020200361
86,1319.0,-8.07049,-34.896992,-8.06934907169069,-34.896261545567526,99.11346101030672
87,2824.0,-8.062677,-34.887405,-8.072631835221234,-34.89182580271194,59.357725241939235
88,1066.0,-8.0719,-34.895039000000004,-8.077139254600988,-34.8986232605619,66.2660026035444
89,2861.0,-8.06231,-34.901676,-8.066792035857958,-34.894984299724854,112.59557764133152
90,1360.0,-8.07033,-34.893559,-8.071504998999421,-34.896486663614034,137.93624624455072
91,2890.0,-8.061533,-34.902557,-8.076207791929768,-34.89320106383337,68.70710629274818
92,2928.0,-8.060637,-34.905296,-8.075505437159894,-34.891900008815234,38.45334662314527
93,658.0,-8.073794,-34.900490000000005,-8.063199366055011,-34.904607221686625,321.03069070645915
94,1744.0,-8.069212,-34.888092,-8.070426060313174,-34.89244998520166,35.74928129606905
95,1061.0,-8.071937,-34.8922,-8.072835187456164,-34.894481049559175,36.17022081842293
96,879.0,-8.072633999999999,-34.890709,-8.063783206008573,-34.885050712067894,72.6101492691386
97,451.0,-8.07523,-34.900101,-8.066986045244393,-34.896106751860465,174.4651257947228
98,1281.0,-8.070624,-34.892899,-8.072563277933154,-34.89459178782214,60.04238089455177
99,1952.0,-8.068629,-34.898483,-8.072737367623716,-34.89450333984026,154.60106990235266
100,1962.0,-8.068603999999999,-34.891117,-8.074592155583039,-34.90351845201711,345.2493330851212
101,2376.0,-8.065847999999999,-34.888027,-8.067738922172653,-34.89065739437251,125.15482541782566
102,323.0,-8.075887,-34.894226,-8.070494116044255,-34.890695329077225,40.93382866630971
103,1589.0,-8.069602,-34.889507,-8.076204378133413,-34.9011481075719,159.1488376610325
104,549.0,-8.074477,-34.890209000000006,-8.069011850131803,-34.89827393766661,127.39581494765903
105,139.0,-8.076813000000001,-34.89959,-8.06862445069163,-34.89959382514257,272.26373286827635
106,1814.0,-8.069003,-34.900478,-8.066090463514605,-34.8862824606745,400.3081997512195
107,8.0,-8.077541,-34.899246000000005,-8.075852748847984,-34.89932903175585,59.21493757543096
108,1430.0,-8.070015,-34.889484,-8.057998564276824,-34.89272670928156,662.7973251047202
109,1366.0,-8.070283,-34.897137,-8.072060421588143,-34.90351851394131,305.61475033301446
110,2575.0,-8.064884,-34.901405,-8.071879508063894,-34.89789352392446,183.67168138074197
111,218.0,-8.076395,-34.895554,-8.074959991366928,-34.9033441970074,347.91968713304226
112,489.0,-8.07488,-34.891094,-8.072464888709376,-34.89658130488961,278.9693974680869
113,1701.0,-8.069301,-34.891315000000006,-8.076873603831476,-34.89616223043679,52.37623722343048
114,1406.0,-8.070101,-34.893902000000004,-8.073330933494914,-34.90481424764026,499.4653540320607
115,2337.0,-8.066168,-34.896164,-8.072401084015508,-34.89661882971897,25.010057544978565
116,2513.0,-8.065382000000001,-34.886589,-8.077122908349564,-34.90097723537685,159.17135262185144
117,556.0,-8.074428,-34.900307,-8.06428438729763,-34.90351851394125,707.5565420838248
118,1315.0,-8.0705,-34.900902,-8.074324207994373,-34.89805547624062,68.24171424670537
119,22.0,-8.077501,-34.899260999999996,-8.066454287395185,-34.8948010013394,36.55232119933115
120,1768.0,-8.069141,-34.890709,-8.069506802804627,-34.89918571918948,111.37347710771436
121,1795.0,-8.069058,-34.900486,-8.068444530190677,-34.895900174042445,57.71602738574694
122,888.0,-8.072607000000001,-34.890991,-8.06613615612813,-34.88946059161714,46.68883941465358
123,2198.0,-8.067062,-34.892517,-8.069176721179034,-34.89428680777418,159.29538951067843
124,2830.0,-8.062549,-34.888329,-8.064800565457656,-34.88482903099867,26.23490868843213
125,2128.0,-8.067781,-34.8923,-8.070876037112725,-34.88927283047767,93.1742420448682
126,1452.0,-8.069961,-34.897476,-8.070250816140504,-34.89644308935632,47.82660201051657
127,1684.0,-8.069349,-34.895409,-8.072425487802887,-34.89646160325433,34.681944749773244
128,306.0,-8.075974,-34.896133,-8.062207897287344,-34.88550510374353,181.0636896242067
129,603.0,-8.074195,-34.900383000000005,-8.073600521978888,-34.88836870393178,220.19055225191664
130,1446.0,-8.069982000000001,-34.897457,-8.066133823040087,-34.88698859528932,68.11243912650434
131,1845.0,-8.068901,-34.900143,-8.069026485860151,-34.897181273643426,107.30860435521913
132,1921.0,-8.068699,-34.88913,-8.068460301564452,-34.89534548827407,99.91191762664826
133,1679.0,-8.069362,-34.895283,-8.070252045369319,-34.903699965232164,336.25873246504756
134,1598.0,-8.069581,-34.898376,-8.066894383518772,-34.89254763357062,5.875993117761308
135,825.0,-8.072872,-34.890659,-8.068796169210971,-34.895504155579665,53.33201228632279
136,1754.0,-8.069180000000001,-34.899421999999994,-8.072253131848074,-34.892065051159875,27.039719704097973
137,2070.0,-8.068186,-34.891949,-8.07585910366212,-34.89499592174468,35.20236101380382
138,705.0,-8.073450999999999,-34.89719,-8.068435401731634,-34.89571268028692,65.73797074866502
139,2044.0,-8.068367,-34.889804999999996,-8.068081729990116,-34.89171800491287,22.041462828546802
140,1461.0,-8.069942,-34.896252000000004,-8.061029137686274,-34.89462740069028,279.48974155253137
141,996.0,-8.072352,-34.890694,-8.062273434159449,-34.88718899023769,66.01654289073777
142,1511.0,-8.06981,-34.89785,-8.076090698483565,-34.894247284214444,24.77432941833325
143,2329.0,-8.066233,-34.889309000000004,-8.07376493393201,-34.90102543693599,93.90476118899531
144,2248.0,-8.066819,-34.894852,-8.076425467950209,-34.893715312855704,111.73483646913043
145,341.0,-8.075789,-34.899933000000004,-8.06373628447814,-34.88591264389551,16.11373291381139
146,2714.0,-8.063728999999999,-34.886108,-8.068279436412123,-34.890139314049556,48.97509415218446
147,1841.0,-8.068909,-34.900428999999995,-8.072422059166943,-34.90010727207849,320.1205012733928
148,1471.0,-8.069916000000001,-34.897545,-8.071368230132752,-34.891573317613535,35.06094479489974
149,1141.0,-8.071288000000001,-34.891865,-8.067125846039904,-34.88501852432689,238.8998575770652
150,2277.0,-8.066643,-34.896839,-8.06412432283702,-34.898469246952814,143.47755740600405
151,550.0,-8.074472,-34.900314,-8.069728317840507,-34.88874298999318,150.76911325581344
152,2529.0,-8.065236,-34.889542,-8.072682631160546,-34.89667384396471,24.10337777658914
153,1176.0,-8.071041000000001,-34.891953,-8.06954357122395,-34.899132699032336,159.19233211744745
154,1409.0,-8.070078,-34.900883,-8.07239786843211,-34.89656962196856,35.87996861713324
155,1417.0,-8.070053,-34.900887,-8.070445855322355,-34.896034770304865,132.9771326647096
156,2561.0,-8.064989,-34.889549,-8.068998663071389,-34.89551250632003,62.66780285970302
157,416.0,-8.075445,-34.896282,-8.063018388002897,-34.895716108434854,88.10606179046114
158,2622.0,-8.064343,-34.894413,-8.057774219380423,-34.904425770395726,335.86277976584853
159,2729.0,-8.063611,-34.896271,-8.072596825023087,-34.8964614498507,20.318714081875058
160,1187.0,-8.070974,-34.891791999999995,-8.073768288345683,-34.88975358881905,72.97498829491335
161,2271.0,-8.066689,-34.895022999999995,-8.071525760463715,-34.89139794086879,78.33222674566703
162,83.0,-8.077211,-34.899421999999994,-8.06973600572432,-34.898528643378874,156.9586462952106
163,2564.0,-8.06498,-34.885357,-8.075687035147869,-34.895171754562554,52.665015992921184
164,598.0,-8.074222,-34.890263,-8.068511399050887,-34.89095564127168,65.35394785597721
165,1547.0,-8.069696,-34.890578999999995,-8.072053995284739,-34.90076142714179,8.206125067989582
166,244.0,-8.076295,-34.895588000000004,-8.075676797553596,-34.888458056808105,225.0922084314517
167,145.0,-8.076767,-34.899601000000004,-8.075689853530237,-34.89647580755584,95.82067366825397
168,428.0,-8.075394000000001,-34.900047,-8.067304558078876,-34.89659861524398,64.54050418935458
169,1633.0,-8.069489,-34.890938,-8.06970951071935,-34.9015197685832,79.78266679032603
170,2551.0,-8.065022,-34.885532,-8.06713703175425,-34.88670014587894,192.55237464201952
171,60.0,-8.077349,-34.898785,-8.073868812012982,-34.904970124268466,487.7304090713577
172,2844.0,-8.062394,-34.887768,-8.072801197884766,-34.90044610114769,153.07131143289317
173,232.0,-8.076345,-34.899746,-8.072388551975996,-34.89663268055089,91.88052703631965
174,1369.0,-8.070271,-34.893581,-8.06211399305586,-34.88972821584212,157.16492245288927
175,1852.0,-8.06888,-34.900177,-8.076962252044163,-34.90162662889636,229.3011133867327
176,79.0,-8.077239,-34.899406,-8.057774219380422,-34.904425770395726,306.2064742655116
177,2445.0,-8.065791,-34.890293,-8.069238137313038,-34.89767531094649,94.20302986234508
178,2211.0,-8.067003999999999,-34.893833,-8.076311942391053,-34.89156045538782,135.74402631683935
179,186.0,-8.076455000000001,-34.896072,-8.069730563852314,-34.8988013598654,151.26268291245188
180,2886.0,-8.061603999999999,-34.902233,-8.072493457296076,-34.89431839705016,118.19383224046142
181,309.0,-8.075954,-34.899857,-8.065593728611137,-34.89163800673323,42.404751883641296
182,2292.0,-8.066543,-34.895298,-8.07680271484335,-34.897349170052,9.482292749856107
183,1699.0,-8.069303999999999,-34.889534000000005,-8.072346859171684,-34.89515960116796,91.46896411211165
184,1769.0,-8.069139,-34.897388,-8.069737152297737,-34.8935032264744,261.6638065456493
185,2003.0,-8.068534,-34.891216,-8.070841273867265,-34.89210898514822,30.929929463000214
186,245.0,-8.076294,-34.895363,-8.064284387297631,-34.90351851394124,225.84356577480966
187,572.0,-8.074319000000001,-34.900368,-8.065902460171174,-34.893587145462966,18.943660915958816
188,753.0,-8.073183,-34.896324,-8.069101595742433,-34.8958165646072,122.74464068090256
189,2918.0,-8.060725999999999,-34.905205,-8.071178065161412,-34.89649564352977,73.06008140784726
190,2149.0,-8.067491,-34.896732,-8.076944520696559,-34.89848962317847,108.23338753251242
191,800.0,-8.072936,-34.895771,-8.069634616020403,-34.89769679712332,85.55896345632698
192,2735.0,-8.063597999999999,-34.88625,-8.06839406993214,-34.89661095168051,13.513449459519721
193,860.0,-8.072696,-34.89436,-8.071144035863432,-34.89700743032674,89.97715612046505
194,1607.0,-8.069555000000001,-34.898464000000004,-8.062303830084941,-34.887134678298644,233.08329753693886
195,1936.0,-8.068663,-34.896389,-8.063199138058724,-34.89281288778309,139.78368337909248
196,1489.0,-8.069864,-34.894459000000005,-8.066997895934042,-34.89385940633473,23.09554636080022
197,32.0,-8.077463,-34.899136,-8.070557086517825,-34.890663736457114,93.99549108109024
198,1666.0,-8.069393,-34.895782000000004,-8.067221161396057,-34.888916238488136,300.4113643341642
199,246.0,-8.076291000000001,-34.896027000000004,-8.077111752765044,-34.89859408974894,28.517689918236474
200,,,,-8.06698337129741,-34.88682060620978,163.51707629957843
201,,,,-8.073671953542348,-34.893680451018334,32.02918247764154
202,,,,-8.071017262653546,-34.90401815054882,383.5934360953559
203,,,,-8.06453772195441,-34.89219052507499,129.9847095104441
204,,,,-8.074411323315541,-34.90388141652305,380.6796827237973
205,,,,-8.064166903692065,-34.88979783503625,55.191894662165005
206,,,,-8.071321589142398,-34.89552952391054,155.34708199821603
207,,,,-8.068304998945322,-34.89755866617805,33.81087528462084
208,,,,-8.074762746956617,-34.902038938553574,193.02533024940456
209,,,,-8.070625816770042,-34.89740987476744,124.79291845655995
210,,,,-8.06555591491219,-34.88627446744806,29.56490764191061
211,,,,-8.062837170806684,-34.88591773874125,89.85311329544716
212,,,,-8.069334532543882,-34.89171762577207,41.96111764164101
213,,,,-8.066092378985621,-34.888458056808055,352.88834713291044
214,,,,-8.07421956779241,-34.898083810749995,56.0350154690074
215,,,,-8.068650329505665,-34.88975574423789,117.74394105337889
216,,,,-8.076778780334664,-34.89715657395133,5.3279088190862725
217,,,,-8.077169046218975,-34.89867887096353,54.82979920967279
218,,,,-8.069540918938678,-34.897737903892285,37.65932548609569
219,,,,-8.076766599899171,-34.89626497957596,26.167996682704278
220,,,,-8.066583846180873,-34.8928218461722,34.371859628976296
221,,,,-8.070794468853087,-34.8974021518982,49.84097080514452
222,,,,-8.069344675600522,-34.9010269821464,44.636984398350556
223,,,,-8.062475821116617,-34.893901595527325,151.11310726275158
224,,,,-8.073316614294107,-34.889349380640496,130.14808177550506
225,,,,-8.070597192792714,-34.88957924899728,49.92583060463178
226,,,,-8.069909651995467,-34.89112088691127,72.42718540048902
227,,,,-8.065569276824666,-34.88998731947865,44.41975712467712
228,,,,-8.068211694318402,-34.89015555669228,47.04537449698179
229,,,,-8.073723550172751,-34.89571817780918,89.2882651311634
230,,,,-8.071061940459815,-34.89244998520166,152.50252635436388
231,,,,-8.076799098084955,-34.89822416675354,42.01249356463501
232,,,,-8.069116247399378,-34.89479141222232,50.47830065120928
233,,,,-8.064645821174846,-34.8946274006903,117.31900250432138
234,,,,-8.075850189773634,-34.898414348593455,199.85322716744216
235,,,,-8.069187629563475,-34.90111823176499,58.674477243313326
236,,,,-8.068708346374276,-34.891288491447554,102.28025012445522
237,,,,-8.06430236793107,-34.889691454717166,40.96282159633829
238,,,,-8.066976030559463,-34.893329339838644,68.52244158268378
239,,,,-8.066136262951506,-34.89218236097654,64.02317494670946
240,,,,-8.060786423735776,-34.89997703062397,246.12558994429293
241,,,,-8.066839172317138,-34.897700465763926,103.02396629429946
242,,,,-8.07133697793196,-34.89717630331994,97.1558105785232
243,,,,-8.068998729088424,-34.89504790035739,140.28231928653383
244,,,,-8.066996955188875,-34.9033370626504,252.83529787094687
245,,,,-8.070761889377604,-34.89646095464967,42.57222632636691
246,,,,-8.065051172167536,-34.89054929861812,82.9251372585031
247,,,,-8.072354564767526,-34.896573628379805,41.25663520088561
248,,,,-8.071514571782597,-34.89516214355648,239.95726253920017
249,,,,-8.069561511952624,-34.892022930645865,138.9181910979289
250,,,,-8.072406666407122,-34.89647308018604,33.02020038103924
251,,,,-8.06969297014449,-34.89337836709053,157.52407111578822
252,,,,-8.075677138529807,-34.89949697016539,48.02806415043372
253,,,,-8.07244597376341,-34.892994339073745,27.471457440355167
254,,,,-8.07620795345516,-34.89753842148118,102.65857072205667
255,,,,-8.068831483493335,-34.89552990355066,40.61302372737231
256,,,,-8.066269808743327,-34.88501373441115,148.1322560487635
257,,,,-8.070953850157062,-34.90067766342163,18.616850736696254
258,,,,-8.07318879453837,-34.88837188870323,532.3794916886512
259,,,,-8.064643428059865,-34.89462740069029,36.67065304395971
260,,,,-8.067725714497854,-34.889208244188175,125.53415984434737
261,,,,-8.071211905880249,-34.891407054775556,155.92356425434048
262,,,,-8.067417273565272,-34.89060680492016,35.75566481038314
263,,,,-8.070016219503394,-34.894851923736915,46.041186535003334
264,,,,-8.068826037924133,-34.90145702531655,109.34785457358426
265,,,,-8.063438172044426,-34.89476714590736,93.91219426983209
266,,,,-8.070368018905475,-34.8933639761461,34.566834016445036
267,,,,-8.063732475834044,-34.88699747648001,61.051725103010824
268,,,,-8.062483265675358,-34.90227024037591,60.433757603833804
269,,,,-8.0718994919386,-34.89643006898475,87.65182233149486
270,,,,-8.076633032514478,-34.89370132489149,91.54724551685483
271,,,,-8.075493063215417,-34.902803936565945,295.4441128703975
272,,,,-8.072193399181733,-34.896581426661726,24.04960469497154
273,,,,-8.075686034596307,-34.892855696752356,27.20666381933036
274,,,,-8.076038564892807,-34.8906354722951,142.5283283711678
275,,,,-8.065369236164653,-34.894053491637784,19.262847283310197
276,,,,-8.068799053850048,-34.88954926364657,32.24228408884599
277,,,,-8.062016378244577,-34.90109578045877,65.39044139359048
278,,,,-8.057456294180215,-34.90651700701391,211.09631784220397
279,,,,-8.070680803209397,-34.89060166713767,18.362447292094714
280,,,,-8.070430392465326,-34.89482305696111,86.57326913672794
281,,,,-8.06611988996106,-34.89747692219826,70.72944801375701
282,,,,-8.065244335001257,-34.89433293940175,39.206566111466906
283,,,,-8.077113788291719,-34.90064561305541,132.0209596747403
284,,,,-8.073713796326155,-34.895750331982676,95.77429596664565
285,,,,-8.065701389962712,-34.894359479799526,122.30527447627412
286,,,,-8.072827936338516,-34.89655302552132,57.72774400560556
287,,,,-8.06705318561617,-34.8898644497971,41.48139749315859
288,,,,-8.075677066768336,-34.896152654021286,15.915100392486691
289,,,,-8.06845901723241,-34.89630427876549,146.80335424077265
290,,,,-8.061571826884348,-34.90605883201384,132.98056957931163
291,,,,-8.070401311931759,-34.89479282932038,90.58947597540241
292,,,,-8.067371737846933,-34.8919257287373,46.755432052796365
293,,,,-8.074998691412292,-34.89078974231859,22.623318494768085
294,,,,-8.06989890099128,-34.88917048077337,34.4709420751124
295,,,,-8.066678777361314,-34.89218236134788,52.37254965303041
296,,,,-8.072774991966869,-34.89315857522088,36.14698637384415
297,,,,-8.068438186106004,-34.895706510697394,257.3694598549179
298,,,,-8.076973087090153,-34.89613391916199,85.65472208606604
299,,,,-8.066454366012442,-34.89795324426228,121.32636554050242
300,,,,-8.070829045824096,-34.89642259610769,183.1905432315685
301,,,,-8.074597301068096,-34.90570451166778,580.5758277578352
302,,,,-8.069970317808512,-34.89646617675598,27.115896271627047
303,,,,-8.070517449062564,-34.89564424500063,94.64492276944803
304,,,,-8.072365801619572,-34.89658457160859,87.33521345677832
305,,,,-8.071489072863605,-34.89836991776465,129.11369613437734
306,,,,-8.062837359969604,-34.89009111842337,166.92464383491554
307,,,,-8.068272990673849,-34.88952524432589,23.402458990257188
308,,,,-8.066638715438936,-34.897350192110174,203.7332626649925
309,,,,-8.072785174401346,-34.89100549593164,25.21099408785918
310,,,,-8.06988332958184,-34.8939084736519,83.39784518699064
311,,,,-8.071460050824118,-34.892269057600444,23.304916746752603
312,,,,-8.070457377691268,-34.89770925843004,50.811533488014284
313,,,,-8.072987301821914,-34.8930685615438,358.94490211155113
314,,,,-8.068601386562698,-34.899139926401496,108.11624468509568
315,,,,-8.066030148640229,-34.89369383786152,14.584105022925954
316,,,,-8.072634932607645,-34.89189285167869,54.30969468142803
317,,,,-8.065626544356414,-34.89067711604996,133.32661821721175
318,,,,-8.068561840233041,-34.888063921336695,95.52144528436752
319,,,,-8.065593728611137,-34.891638006733224,48.96354391773681
320,,,,-8.066096244190526,-34.88790979986006,31.523332235436865
321,,,,-8.076958589870506,-34.89601964356567,73.70700322857228
322,,,,-8.071958725655067,-34.891749845175454,36.99151655809112
323,,,,-8.070234158017008,-34.89300424088971,58.42920981617807
324,,,,-8.070615192762059,-34.89662470674739,55.98469437893714
325,,,,-8.062656323342402,-34.88573628745082,116.92525251562243
326,,,,-8.070772217139462,-34.896260462307204,83.45558287339082
327,,,,-8.072473759918644,-34.89663385169708,43.94029843033339
328,,,,-8.0737314434678,-34.89163801230566,182.30455423534977
329,,,,-8.072799554623357,-34.89461464773614,41.78526988801949
330,,,,-8.068774329302578,-34.89675071954026,49.77727976990438
331,,,,-8.073188818799936,-34.88891624257487,180.4564785743137
332,,,,-8.068885240539409,-34.89642482071527,38.55152598928033
333,,,,-8.068081615739061,-34.88888643038107,155.5014180973684
334,,,,-8.066815162783985,-34.8862748561168,161.68139394096139
335,,,,-8.07373142282735,-34.89109365843374,75.76251761909995
336,,,,-8.076764025534809,-34.89789547771422,70.387392453724
337,,,,-8.073506739837892,-34.88845805680819,215.56444164264582
338,,,,-8.068248832450022,-34.88916334074102,76.62971091006057
339,,,,-8.076942507019904,-34.89571335260479,60.49989765906168
340,,,,-8.076387453892362,-34.89616783412755,112.63624309307666
341,,,,-8.061561626209262,-34.90060510178056,145.2957477188699
342,,,,-8.069253757205372,-34.89785629268732,105.1595418982391
343,,,,-8.072785946296314,-34.89118280801063,257.6505972515561
344,,,,-8.076038416573963,-34.889909786901654,160.6644792958966
345,,,,-8.072260633797196,-34.8979227962525,238.80128338710944
346,,,,-8.063741792409111,-34.89788626246869,74.98733672893215
347,,,,-8.065534503105694,-34.88953903444061,24.15546853002082
348,,,,-8.065536269949375,-34.88751000859199,50.7259895714293
349,,,,-8.070265837387302,-34.90430386968433,372.95988572658473
350,,,,-8.060848467879799,-34.90424431910482,63.50369004262914
351,,,,-8.073327547706294,-34.897854261166614,106.11224198805692
352,,,,-8.063199138058723,-34.89281288778308,138.95629138957216
