	lat	lon	pathBTS1	pathBTS2	pathBTS3	pathBTS4	pathBTS5	pathBTS6
52	-8.076477	-34.899712	125.456666666667	104.323333333333	121.123333333333	130.756666666667	140.056666666667	141.656666666667
53	-8.068839	-34.900284	109.256666666667	108.556666666667	120.056666666667	120.49	122.35666666666701	99.89
54	-8.073764	-34.898312	120.215806451613	98.9018279569893	98.0717204301075	103.392150537634	135.284623655914	133.381397849462
55	-8.075469	-34.900028000000006	128.056666666667	113.92333333333299	116.92333333333299	131.723333333333	138.49	137.39
56	-8.072412	-34.892193	110.24	111.79	120.24	90.49	106.69	125.24
57	-8.064793	-34.89418	137.456666666667	109.85666666666701	130.123333333333	131.39	115.456666666667	113.523333333333
58	-8.064036999999999	-34.885757	116.123333333333	133.056666666667	135.756666666667	127.623333333333	140.556666666667	140.123333333333
59	-8.063722	-34.897202	126.89	103.14	127.79	96.19	124.29	119.74
60	-8.073535000000001	-34.900535999999995	126.89	122.623333333333	120.29	126.99	146.156666666667	138.723333333333
61	-8.067559	-34.893311	119.456666666667	121.956666666667	122.223333333333	107.92333333333299	119.85666666666701	111.623333333333
62	-8.070552000000001	-34.900898	126.723333333333	125.15666666666701	119.92333333333299	121.65666666666701	134.79	127.756666666667
63	-8.069142	-34.895718	105.54	126.69	115.24	108.29	109.39	117.59
64	-8.070687	-34.900878999999996	129.023333333333	124.623333333333	119.42333333333299	123.123333333333	135.82333333333298	127.39
65	-8.073782000000001	-34.898426	115.59	104.04	95.665	109.315	129.765	132.29
66	-8.074147	-34.899914	118.256666666667	102.756666666667	95.5233333333333	115.223333333333	137.723333333333	141.456666666667
67	-8.076735000000001	-34.896873	119.59	90.9233333333333	130.59	114.19	129.523333333333	138.356666666667
68	-8.07269	-34.900665000000004	123.456666666667	116.99	123.956666666667	123.85666666666701	138.39	127.123333333333
69	-8.077325	-34.898478999999995	114.54	85.04	123.615	125.89	131.115	136.09
70	-8.067572	-34.900764	113.89	106.323333333333	110.99	107.023333333333	119.15666666666701	108.49
71	-8.070302	-34.900936	126.89	127.42333333333299	114.556666666667	122.09	136.456666666667	129.123333333333
72	-8.068971000000001	-34.895992	103.44	121.84	120.24	103.49	108.39	122.34
73	-8.063892	-34.901459	138.056666666667	124.323333333333	130.723333333333	118.49	131.456666666667	120.69
74	-8.065799	-34.88969	142.29	132.423333333333	137.79	128.423333333333	105.256666666667	133.99
75	-8.070483	-34.893184999999995	108.19	118.223333333333	124.956666666667	104.323333333333	109.823333333333	101.99
76	-8.065789	-34.890377	135.456666666667	131.82333333333298	134.423333333333	131.69	109.023333333333	126.42333333333299
77	-8.070863000000001	-34.900864	126.223333333333	127.65666666666701	122.723333333333	124.15666666666701	140.523333333333	132.656666666667
78	-8.068453	-34.896824	109.59	124.09	115.956666666667	115.056666666667	120.39	117.59
79	-8.059464	-34.906647	136.09	130.74	131.34	131.04	139.49	134.74
80	-8.066951	-34.894489	111.42333333333299	118.19	128.123333333333	125.756666666667	123.89	93.1566666666667
81	-8.069118	-34.895737	105.723333333333	115.956666666667	117.056666666667	105.256666666667	119.89	116.39
82	-8.075163	-34.900124	126.14	115.19	120.39	132.39	138.49	134.54
83	-8.072644	-34.890685999999995	99.6566666666667	130.39	125.19	113.723333333333	104.59	135.79
84	-8.069181	-34.891357	122.756666666667	135.056666666667	131.32333333333298	118.65666666666701	91.89	141.756666666667
85	-8.068008	-34.892281	123.92333333333299	124.123333333333	124.223333333333	106.623333333333	118.123333333333	107.49
86	-8.069315	-34.895363	99.49	120.49	113.54	100.29	120.69	112.84
87	-8.072589	-34.891289	95.7233333333333	126.09	117.59	106.556666666667	110.456666666667	134.19
88	-8.077503	-34.899101	123.023333333333	79.0233333333333	118.35666666666701	120.956666666667	129.59	141.29
89	-8.067167999999999	-34.894034999999995	113.69	131.556666666667	128.923333333333	121.956666666667	122.99	102.123333333333
90	-8.072738000000001	-34.896675	106.42333333333299	93.69	124.756666666667	86.9233333333333	124.65666666666701	133.523333333333
91	-8.075633999999999	-34.893440000000005	117.94	122.39	123.64	107.04	125.34	135.04
92	-8.075184	-34.892033000000005	119.523333333333	128.356666666667	131.023333333333	99.09	120.85666666666701	137.923333333333
93	-8.061624	-34.902161	137.82333333333298	114.223333333333	129.556666666667	131.223333333333	124.49	134.156666666667
94	-8.070749000000001	-34.892464000000004	103.29	128.656666666667	128.556666666667	108.623333333333	106.823333333333	114.223333333333
95	-8.072510000000001	-34.894515999999996	87.39	107.39	114.94	85.34	111.49	122.19
96	-8.064182	-34.885574	113.69	141.14	133.94	123.04	140.29	142.34
97	-8.066972999999999	-34.894524	120.223333333333	116.29	122.49	120.123333333333	129.756666666667	95.99
98	-8.072455	-34.894058	107.823333333333	123.85666666666701	113.823333333333	112.49	119.65666666666701	135.99
99	-8.071591	-34.895306	104.42333333333299	107.85666666666701	118.623333333333	90.3233333333333	122.623333333333	121.92333333333299
100	-8.073975	-34.900448	118.49	122.19	121.79	131.79	145.09	140.19
101	-8.068869	-34.890716999999995	126.123333333333	128.29	128.99	111.323333333333	90.1233333333333	126.65666666666701
102	-8.070124	-34.890696999999996	114.65666666666701	115.49	114.29	101.323333333333	86.79	124.823333333333
103	-8.075194	-34.90012	122.056666666667	113.223333333333	128.223333333333	132.923333333333	139.456666666667	138.223333333333
104	-8.068622999999999	-34.897186	112.79	117.04	118.19	111.04	129.99	109.79
105	-8.068464	-34.897129	106.79	122.19	114.056666666667	123.456666666667	130.123333333333	111.19
106	-8.069208999999999	-34.888126	122.59	129.89	134.94	124.49	117.79	128.24
107	-8.076015	-34.899840999999995	123.99	116.89	119.29	137.99	137.69	140.223333333333
108	-8.063882000000001	-34.893871000000004	133.49	113.65666666666701	128.656666666667	129.256666666667	129.223333333333	122.623333333333
109	-8.071628	-34.90078	126.956666666667	117.956666666667	124.756666666667	115.42333333333299	132.69	131.156666666667
110	-8.072655000000001	-34.89642	109.29	109.24	121.69	104.69	128.44	120.64
111	-8.075004	-34.900188	130.69	125.24	124.94	133.24	140.64	139.09
112	-8.069962	-34.896267	99.69	110.19	119.09	97.84	123.64	123.09
113	-8.07661	-34.896557	114.256666666667	101.89	128.32333333333298	113.256666666667	128.556666666667	138.556666666667
114	-8.07129	-34.900771999999996	117.89	118.59	126.09	123.74	138.29	128.69
115	-8.072602999999999	-34.896721	94.465	95.365	121.19	89.915	131.69	134.715
116	-8.076917	-34.899547999999996	123.15666666666701	109.42333333333299	121.92333333333299	134.39	133.556666666667	138.69
117	-8.062757000000001	-34.897285	133.64	116.44	129.29	110.79	128.99	118.49
118	-8.073764	-34.898315000000004	120.99	101.09	94.94	103.69	137.59	132.04
119	-8.066782	-34.894844	117.29	131.223333333333	128.923333333333	127.69	122.056666666667	103.723333333333
120	-8.069653	-34.898185999999995	103.523333333333	113.15666666666701	114.956666666667	114.223333333333	117.323333333333	103.85666666666701
121	-8.068959	-34.895988	101.956666666667	119.89	111.35666666666701	103.823333333333	118.256666666667	112.323333333333
122	-8.065717	-34.889511	136.69	131.056666666667	134.956666666667	118.59	107.49	135.79
123	-8.070341	-34.893436	102.49	123.623333333333	118.85666666666701	109.15666666666701	115.623333333333	100.556666666667
124	-8.064805	-34.885067	117.65666666666701	133.523333333333	133.29	118.456666666667	133.32333333333298	135.423333333333
125	-8.070107	-34.889618	119.42333333333299	133.223333333333	132.056666666667	117.29	113.39	136.69
126	-8.069831	-34.896339000000005	106.223333333333	96.9233333333333	110.956666666667	87.09	121.956666666667	123.756666666667
127	-8.072623	-34.896706	106.523333333333	96.8566666666667	123.65666666666701	90.3233333333333	130.623333333333	136.056666666667
128	-8.063092999999999	-34.886887	126.223333333333	137.723333333333	141.69	138.59	144.256666666667	144.956666666667
129	-8.074308	-34.890236	98.99	137.34	120.44	119.19	115.09	134.04
130	-8.065599	-34.887295	119.24	131.965	130.415	125.09	125.09	132.915
131	-8.069945	-34.897495	108.256666666667	120.256666666667	117.99	112.79	121.39	107.09
132	-8.069362	-34.895401	109.013076923077	116.503846153846	116.79769230769199	98.0315384615385	113.67615384615401	117.519230769231
133	-8.071214	-34.900806	127.523333333333	122.99	118.35666666666701	124.65666666666701	135.856666666667	122.256666666667
134	-8.066935	-34.892582	136.256666666667	128.99	127.89	124.39	120.85666666666701	106.85666666666701
135	-8.069274	-34.895439	107.35666666666701	114.19	120.85666666666701	103.85666666666701	114.223333333333	114.69
136	-8.072389	-34.892269	116.79	116.29	122.99	96.54	109.34	126.34
137	-8.076176	-34.894966	116.323333333333	110.023333333333	127.15666666666701	104.256666666667	127.956666666667	137.356666666667
138	-8.068982	-34.895947	111.723333333333	119.15666666666701	112.79	102.723333333333	126.756666666667	112.023333333333
139	-8.068277	-34.891758	110.19	128.84	125.19	117.99	117.24	114.39
140	-8.063531	-34.894985	135.223333333333	100.256666666667	127.69	134.756666666667	122.523333333333	120.29
141	-8.062375999999999	-34.887778999999995	133.856666666667	130.306666666667	144.79	142.656666666667	145.023333333333	149.756666666667
142	-8.075899	-34.894131	113.59	114.99	120.523333333333	110.723333333333	123.79	138.856666666667
143	-8.074285	-34.900352000000005	120.49	109.79	115.39	114.64	136.74	135.44
144	-8.075448	-34.893459	113.09	117.49	120.99	115.59	113.023333333333	138.256666666667
145	-8.063864	-34.885983	122.15666666666701	135.056666666667	136.156666666667	129.123333333333	139.19	146.656666666667
146	-8.068	-34.890484	129.723333333333	130.82333333333298	134.223333333333	117.456666666667	101.42333333333299	118.523333333333
147	-8.072014	-34.897232	107.29	118.49	118.29	112.92333333333299	131.456666666667	128.556666666667
148	-8.071205	-34.891846	105.42333333333299	117.42333333333299	126.623333333333	97.19	104.623333333333	131.69
149	-8.065002	-34.885414000000004	120.256666666667	133.29	138.723333333333	127.19	120.79	135.723333333333
150	-8.063986	-34.897175	126.623333333333	103.65666666666701	124.256666666667	92.1566666666667	123.39	114.92333333333299
151	-8.068624	-34.889545	119.69	131.39	135.64	113.24	105.89	133.24
152	-8.072491000000001	-34.896778000000005	104.431666666667	96.9066666666667	124.998333333333	99.5983333333333	112.415	131.115
153	-8.069861	-34.897724	103.523333333333	115.39	118.29	115.89	120.69	98.39
154	-8.072527000000001	-34.896271	102.39	109.456666666667	117.79	97.69	122.49	121.35666666666701
155	-8.071197999999999	-34.896976	98.59	121.056666666667	117.65666666666701	109.79	124.256666666667	120.123333333333
156	-8.069466	-34.895191	106.123333333333	125.79	115.79	114.723333333333	117.823333333333	109.056666666667
157	-8.063547999999999	-34.895119	136.29	104.84	127.59	130.09	128.94	115.89
158	-8.060705	-34.905224	136.34	134.34	128.29	132.79	132.89	130.49
159	-8.072519999999999	-34.896294	104.965	111.94	115.54	103.29	125.065	130.015
160	-8.074019	-34.890366	95.09	137.09	129.39	118.865	121.04	127.365
161	-8.071409	-34.890696999999996	98.6233333333333	123.956666666667	117.09	101.42333333333299	99.29	129.123333333333
162	-8.069046	-34.899772999999996	104.04	115.09	114.99	112.29	121.94	96.79
163	-8.076163000000001	-34.895157	115.29	102.59	125.29	108.94	132.64	133.64
164	-8.069008	-34.891277	124.85666666666701	130.82333333333298	132.923333333333	116.92333333333299	80.1233333333333	126.523333333333
165	-8.072111999999999	-34.900715000000005	122.256666666667	107.556666666667	118.123333333333	108.623333333333	137.59	123.89
166	-8.074546	-34.890156	102.523333333333	122.65666666666701	128.82333333333298	99.2566666666667	124.49	140.923333333333
167	-8.076407000000001	-34.895988	126.49	107.44	133.14	121.29	131.84	134.54
168	-8.066721000000001	-34.896595	112.123333333333	108.92333333333299	124.623333333333	113.823333333333	127.09	87.8233333333333
169	-8.069949000000001	-34.900837	127.456666666667	130.99	113.39	125.09	132.056666666667	127.256666666667
170	-8.06575	-34.887756	120.456666666667	134.556666666667	133.223333333333	126.49	117.723333333333	131.29
171	-8.073196000000001	-34.900597	126.29	117.556666666667	128.756666666667	124.42333333333299	140.49	132.423333333333
172	-8.074183999999999	-34.900387	122.99	105.04	119.74	114.34	144.54	135.19
173	-8.073213	-34.89653	99.39	108.556666666667	116.056666666667	100.92333333333299	117.15666666666701	118.19
174	-8.062721	-34.888439	121.256666666667	123.256666666667	139.156666666667	130.256666666667	133.756666666667	135.756666666667
175	-8.076878	-34.899547999999996	128.156666666667	109.723333333333	119.223333333333	135.856666666667	135.623333333333	140.99
176	-8.059510000000001	-34.90659	136.356666666667	130.856666666667	131.756666666667	128.99	136.59	132.49
177	-8.068484	-34.897278	103.323333333333	113.956666666667	116.39	115.49	124.823333333333	102.92333333333299
178	-8.075108	-34.8918	118.223333333333	126.39	128.82333333333298	99.09	126.85666666666701	139.356666666667
179	-8.069985	-34.897453000000006	107.64	118.84	119.29	110.69	116.59	110.19
180	-8.071795	-34.89513	106.056666666667	110.323333333333	105.49	94.5566666666667	116.023333333333	119.756666666667
181	-8.065835	-34.891937	140.023333333333	134.456666666667	133.29	132.29	108.99	121.49
182	-8.076888	-34.897358000000004	117.956666666667	80.9233333333333	133.456666666667	119.223333333333	130.39	139.756666666667
183	-8.072937	-34.895740999999994	100.79	116.823333333333	116.69	104.123333333333	117.89	125.256666666667
184	-8.069102	-34.895790000000005	108.015	124.09	121.19	109.265	109.965	117.29
185	-8.071087	-34.891975	105.74	131.54	132.94	114.74	89.99	139.09
186	-8.064244	-34.90147	136.356666666667	117.09	126.523333333333	117.023333333333	134.223333333333	114.523333333333
187	-8.066068	-34.893543	130.223333333333	117.823333333333	126.35666666666701	127.556666666667	116.42333333333299	106.223333333333
188	-8.068567999999999	-34.896793	104.42333333333299	122.29	114.69	113.69	117.69	112.023333333333
189	-8.070541	-34.896671000000005	100.99	115.523333333333	119.456666666667	108.92333333333299	126.823333333333	118.456666666667
190	-8.077544999999999	-34.899265	121.79	89.24	126.64	127.34	126.99	140.14
191	-8.070224000000001	-34.897194	98.19	116.94	119.34	115.24	125.09	108.79
192	-8.068516	-34.896603000000006	101.223333333333	108.256666666667	104.756666666667	97.0233333333333	113.523333333333	101.256666666667
193	-8.071913	-34.897273999999996	105.756666666667	118.323333333333	119.323333333333	103.956666666667	130.456666666667	111.99
194	-8.063974	-34.885845	117.323333333333	128.99	135.023333333333	128.69	137.82333333333298	140.856666666667
195	-8.06395	-34.893833	136.84	122.04	129.19	132.79	129.59	121.69
196	-8.066818	-34.893753000000004	123.223333333333	135.423333333333	128.856666666667	124.35666666666701	127.09	110.65666666666701
197	-8.069708	-34.890701	111.79	117.223333333333	120.42333333333299	105.823333333333	88.7566666666667	120.623333333333
198	-8.069881	-34.889469	124.056666666667	134.79	130.756666666667	117.99	103.456666666667	138.723333333333
199	-8.077357000000001	-34.898674	123.223333333333	80.8233333333333	121.42333333333299	120.323333333333	132.723333333333	135.59
200	-8.065656	-34.887474	119.323333333333	134.82333333333298	131.99	123.65666666666701	121.69	131.59
201	-8.073894000000001	-34.893867	89.0566666666667	110.89	108.35666666666701	90.1566666666667	112.29	105.023333333333
202	-8.069767	-34.900771999999996	121.09	128.09	120.456666666667	125.723333333333	133.856666666667	129.956666666667
203	-8.065601	-34.892693	135.256666666667	124.19	125.89	128.423333333333	121.99	120.42333333333299
204	-8.073868	-34.900471	120.99	119.19	119.19	126.34	141.94	135.49
205	-8.064518	-34.889441999999995	130.623333333333	132.99	133.623333333333	136.856666666667	124.023333333333	136.256666666667
206	-8.07253	-34.896248	109.59	109.056666666667	122.29	93.89	119.556666666667	120.956666666667
207	-8.068491999999999	-34.897316	102.456666666667	116.523333333333	115.39	114.456666666667	124.89	104.49
208	-8.07432	-34.900345	125.756666666667	112.623333333333	109.556666666667	118.29	138.456666666667	137.123333333333
209	-8.071735	-34.897202	106.69	112.74	121.84	106.34	131.64	109.64
210	-8.065298	-34.886345	126.956666666667	128.123333333333	135.756666666667	121.65666666666701	122.85666666666701	130.456666666667
211	-8.063551	-34.886307	124.19	140.956666666667	139.19	141.723333333333	142.856666666667	146.523333333333
212	-8.069236	-34.89135	117.465	133.715	130.165	120.44	100.515	131.065
213	-8.06926	-34.888073	125.723333333333	137.523333333333	129.39	126.456666666667	113.35666666666701	140.89
214	-8.073761	-34.8983	124.756666666667	98.5233333333333	97.3566666666667	100.29	134.39	127.756666666667
215	-8.068026	-34.890621	127.256666666667	131.156666666667	130.723333333333	119.256666666667	98.99	129.023333333333
216	-8.076817	-34.897186	116.64	88.44	130.49	118.79	128.115	135.965
217	-8.07751	-34.89904	123.556666666667	83.09	120.35666666666701	126.15666666666701	130.356666666667	139.423333333333
218	-8.069752000000001	-34.898006	106.956666666667	114.523333333333	121.69	112.89	126.49	103.456666666667
219	-8.07653	-34.896267	114.69	91.45666666666669	132.356666666667	117.123333333333	127.556666666667	141.423333333333
220	-8.066400999999999	-34.893074	133.756666666667	114.723333333333	130.023333333333	128.256666666667	118.92333333333299	95.0233333333333
221	-8.070412	-34.897163	88.79	117.823333333333	119.956666666667	108.456666666667	122.42333333333299	110.223333333333
222	-8.069602	-34.900715000000005	122.92333333333299	127.123333333333	117.65666666666701	124.79	130.556666666667	119.823333333333
223	-8.063821	-34.894141999999995	140.123333333333	112.39	125.39	132.223333333333	135.756666666667	123.39
224	-8.073735000000001	-34.890453	92.19	134.915	126.89	121.74	109.015	137.715
225	-8.070153	-34.88966	112.79	140.09	131.756666666667	118.35666666666701	110.756666666667	136.89
226	-8.069284	-34.891315000000006	105.956666666667	137.123333333333	128.82333333333298	124.556666666667	109.223333333333	131.756666666667
227	-8.06579	-34.890324	133.656666666667	129.023333333333	139.89	127.723333333333	113.756666666667	128.723333333333
228	-8.068029	-34.890541	125.65666666666701	131.79	132.59	119.79	106.29	120.69
229	-8.073167	-34.896305	92.79	113.69	95.74	115.74	119.09	132.59
230	-8.072436	-34.892334000000005	106.323333333333	123.456666666667	126.35666666666701	105.756666666667	104.39	120.15666666666701
231	-8.07714	-34.898056	122.92333333333299	86.29	126.35666666666701	118.85666666666701	132.023333333333	131.856666666667
232	-8.069528	-34.894989	106.023333333333	130.223333333333	115.123333333333	112.956666666667	106.79	109.756666666667
233	-8.063602000000001	-34.894816999999996	133.956666666667	109.99	128.556666666667	133.59	122.59	118.756666666667
234	-8.075187	-34.900101	122.69	113.24	131.69	127.49	136.59	136.59
235	-8.06944	-34.90065	119.323333333333	126.92333333333299	118.85666666666701	122.29	131.056666666667	121.35666666666701
236	-8.068043	-34.890644	119.556666666667	130.356666666667	127.323333333333	115.49	84.8566666666667	127.556666666667
237	-8.064602	-34.889472999999995	131.79	122.956666666667	131.623333333333	135.023333333333	121.59	142.19
238	-8.066686	-34.89278	130.79	119.04	126.09	130.24	130.04	96.69
239	-8.065699	-34.892563	140.29	127.99	128.49	131.54	112.79	109.99
240	-8.061767999999999	-34.901981	133.256666666667	119.19	134.456666666667	127.123333333333	123.123333333333	127.09
241	-8.066406	-34.896873	120.69	99.34	110.49	96.99	111.34	93.24
242	-8.070594	-34.896706	100.956666666667	119.956666666667	119.023333333333	110.89	128.49	117.65666666666701
243	-8.068705	-34.896285999999996	102.956666666667	119.49	125.023333333333	106.39	118.19	112.123333333333
244	-8.06663	-34.901073	128.423333333333	118.556666666667	128.923333333333	114.523333333333	121.99	116.49
245	-8.070594999999999	-34.896809000000005	97.89	116.056666666667	114.89	97.0233333333333	123.65666666666701	118.79
246	-8.065791	-34.890427	137.215	130.865	131.19	131.74	114.39	127.465
247	-8.072716	-34.896481	96.2233333333333	100.123333333333	117.69	93.3566666666667	122.623333333333	125.65666666666701
248	-8.069358	-34.895401	108.54	114.84	116.165	96.14	113.565	117.615
249	-8.068451	-34.891434000000004	105.565	128.765	126.315	109.09	114.515	119.09
250	-8.07258	-34.896716999999995	105.723333333333	91.2233333333333	124.59	90.29	129.39	134.556666666667
251	-8.069628	-34.894806	101.34	118.94	119.84	114.69	105.09	105.19
252	-8.075886	-34.899879	118.65666666666701	119.523333333333	122.556666666667	130.556666666667	139.423333333333	143.556666666667
253	-8.072467	-34.892746	92.79	122.09	114.89	95.79	103.94	132.54
254	-8.077094	-34.897816	118.29	81.09	128.79	117.19	126.19	129.54
255	-8.069142999999999	-34.895725	107.29	118.89	120.59	103.023333333333	112.89	112.523333333333
256	-8.064969	-34.885334	126.99	138.123333333333	139.956666666667	119.823333333333	120.523333333333	143.423333333333
257	-8.070931	-34.900845000000004	123.69	124.323333333333	126.15666666666701	127.69	133.99	129.723333333333
258	-8.069326	-34.891253999999996	104.123333333333	138.923333333333	127.123333333333	122.556666666667	111.823333333333	137.69
259	-8.064489	-34.894333	134.423333333333	113.823333333333	126.823333333333	131.456666666667	122.49	120.256666666667
260	-8.068774000000001	-34.889645	125.65666666666701	133.156666666667	135.223333333333	118.92333333333299	104.09	135.956666666667
261	-8.072315	-34.892288	109.59	118.99	126.14	95.14	101.19	129.14
262	-8.067663	-34.890396	123.556666666667	126.023333333333	127.69	111.223333333333	97.39	130.556666666667
263	-8.069600999999999	-34.894882	110.44	127.14	118.49	115.84	112.39	105.59
264	-8.069142	-34.900517	126.756666666667	118.523333333333	121.39	124.85666666666701	129.456666666667	111.79
265	-8.064233999999999	-34.89447	134.656666666667	106.323333333333	120.123333333333	134.623333333333	122.123333333333	114.65666666666701
266	-8.070532	-34.893097	111.59	122.92333333333299	125.15666666666701	104.523333333333	112.956666666667	106.99
267	-8.063272	-34.886692	132.82333333333298	140.79	141.056666666667	136.89	142.223333333333	147.79
268	-8.062199	-34.901802	128.04	114.94	133.84	130.39	131.99	118.09
269	-8.072692	-34.896423	102.323333333333	109.19	122.556666666667	99.79	122.99	119.323333333333
270	-8.075839	-34.893936	112.42333333333299	118.823333333333	125.023333333333	111.456666666667	126.69	139.29
271	-8.074734	-34.900234000000005	119.756666666667	109.65666666666701	117.99	125.623333333333	138.79	138.923333333333
272	-8.072409	-34.896553000000004	98.59	100.94	113.24	92.99	129.74	126.54
273	-8.075448	-34.892918	112.24	125.74	124.54	107.79	122.69	130.09
274	-8.07475	-34.890656	118.956666666667	127.99	127.623333333333	100.85666666666701	133.556666666667	146.723333333333
275	-8.065247	-34.893929	133.056666666667	117.35666666666701	125.79	127.65666666666701	110.823333333333	115.65666666666701
276	-8.069087	-34.889595	123.99	131.023333333333	131.79	110.29	104.456666666667	132.056666666667
277	-8.062387	-34.901558	134.79	125.15666666666701	134.756666666667	129.423333333333	129.623333333333	127.756666666667
278	-8.059339999999999	-34.906826	141.04	126.79	139.29	132.14	139.14	141.14
279	-8.070819	-34.890694	112.59	115.99	121.99	100.24	93.59	131.04
280	-8.069647999999999	-34.894847999999996	112.84	122.64	123.24	119.79	112.24	103.39
281	-8.066189	-34.896839	129.89	96.99	121.15666666666701	111.29	121.956666666667	90.6233333333333
282	-8.06514	-34.893993	132.29	115.256666666667	126.85666666666701	125.523333333333	119.023333333333	114.456666666667
